texto,tipo,gravidade,origem
ele fala mal de mim para meus parentes e amigos,moral,media,violencia_2000
ele reclama quando expresso minha opinião de forma assertiva,psicologica,baixa,violencia_2000
ele comenta sobre minha aparência de forma negativa às vezes,moral,baixa,violencia_2000
ele faz comentários sobre minha vida que me deixam constrangida,moral,baixa,violencia_2000
meu companheiro me violentou sexualmente com violência física,sexual,alta,violencia_2000
meu marido me abusou sexualmente logo após me agredir fisicamente,sexual,alta,violencia_2000
ele me ligou ameaçando se matar na minha frente se eu não voltar,psicologica,alta,violencia_2000
meu namorado me agrediu durante a festa,fisica,media,violencia_2000
meu marido pegou todo dinheiro que eu tinha para o aluguel,patrimonial,alta,violencia_2000
ele me deu um chute quando tentei sair de casa,fisica,media,violencia_2000
meu companheiro me denunciou falsamente ao conselho de classe,moral,alta,violencia_2000
"ele me puxou o braço leve, me xinga de vez em quando e quer saber onde estou",mista,baixa,violencia_2000
ele me manda mensagens sugestivas que não pedi no meio do trabalho,sexual,baixa,violencia_2000
ele não me deixa ter chave reserva do carro,patrimonial,media,violencia_2000
ele fica desconfortável quando tenho amigos próximos,psicologica,baixa,violencia_2000
ele limpou minha conta bancária antes de ir embora,patrimonial,alta,violencia_2000
ele me jogou uma roupa no rosto por estar insatisfeito,fisica,baixa,violencia_2000
meu companheiro destruiu meu computador e meu celular na mesma noite,patrimonial,alta,violencia_2000
ele me pressiona a ter relações mesmo quando estou doente,sexual,media,violencia_2000
ele me segurou pelo braço para que eu não saísse,fisica,baixa,violencia_2000
ele me puxou pelo cabelo de forma leve mas de forma possessiva,fisica,baixa,violencia_2000
meu namorado faz comentários irônicos sobre minhas conquistas,moral,baixa,violencia_2000
ele fica tocando em mim de forma que me incomoda quando estou dormindo,sexual,baixa,violencia_2000
meu companheiro me agarrou pelo ombro para que eu parasse de andar,fisica,baixa,violencia_2000
ele reclama quando gasto dinheiro com algo para mim sem pedir permissão,psicologica,baixa,violencia_2000
meu marido me deu chutes na barriga quando eu estava grávida,fisica,alta,violencia_2000
ele me enviou foto de uma faca com mensagem ameaçadora,psicologica,alta,violencia_2000
ele me culpa pela tensão no relacionamento quando digo não,sexual,media,violencia_2000
ele me fez ficar com nome sujo ao não pagar as contas que ficaram no meu nome,patrimonial,alta,violencia_2000
ele conta para os vizinhos coisas íntimas sobre mim,moral,media,violencia_2000
ele me deixou sem dinheiro para pagar aluguel e fomos despejadas,patrimonial,alta,violencia_2000
ele me persegue de carro por onde quer que eu vá,psicologica,alta,violencia_2000
ele me tocou com força no ombro para chamar atenção,fisica,baixa,violencia_2000
meu companheiro me pressiona mesmo eu estando com dores,sexual,media,violencia_2000
meu companheiro fica irritado quando não concordo com suas ideias,psicologica,baixa,violencia_2000
ele conta para amigos detalhes da nossa vida que prefiro manter privados,moral,baixa,violencia_2000
meu marido me obrigou a ter relações com outra pessoa enquanto ele assistia,sexual,alta,violencia_2000
meu companheiro me faz sentir que preciso compensar quando digo não,sexual,media,violencia_2000
"meu marido me deu uma bofetada, me isola e controla onde vou e com quem falo",mista,media,violencia_2000
meu companheiro ameaçou incendiar o prédio onde minha mãe mora,psicologica,alta,violencia_2000
meu marido me ameaça dizendo que nenhuma delegacia vai me ajudar,psicologica,alta,violencia_2000
meu namorado me chama de gorda e feia para me diminuir,moral,media,violencia_2000
ele me controla até o que eu posso comer,psicologica,media,violencia_2000
meu marido faz piadas sobre meu gosto musical para os amigos,moral,baixa,violencia_2000
ele me compara com outros de forma que me deixa para baixo,moral,baixa,violencia_2000
ele fica mal-humorado quando recebo elogios de outras pessoas,psicologica,baixa,violencia_2000
ele inventou que eu traí para toda a cidade e agora ninguém fala comigo,moral,alta,violencia_2000
ele me manipula emocionalmente para que eu ceda,sexual,media,violencia_2000
meu companheiro me empurrou levemente ao me pedir para ficar quieta,fisica,baixa,violencia_2000
"meu namorado me empurrou, me xinga de vagabunda e toma meu dinheiro todo mês",mista,media,violencia_2000
ele fica com raiva e me trata mal quando eu não quero ter relações,sexual,media,violencia_2000
meu companheiro me bloqueou a saída da sala,fisica,baixa,violencia_2000
ele usa chantagem emocional para me forçar a ceder,sexual,media,violencia_2000
"meu companheiro me agrediu, me chama de louca e me mantém dependente financeiramente",mista,media,violencia_2000
ele não me deixa ter chave de casa para controlar quando saio,psicologica,media,violencia_2000
meu marido reclama quando compro algo de valor sem consultá-lo,patrimonial,baixa,violencia_2000
ele faz comentários sobre minha vida antes dele,psicologica,baixa,violencia_2000
ele me deu uma paulada na nuca que me deixou zonza,fisica,alta,violencia_2000
ele reclama quando uso maquiagem diferente do habitual,psicologica,baixa,violencia_2000
meu companheiro usa minha insegurança para me pressionar,sexual,media,violencia_2000
meu marido não me deixa ter senha no celular,psicologica,media,violencia_2000
ele ameaçou me jogar de uma ponte se eu pedir para terminar,psicologica,alta,violencia_2000
ele quebrou minha impressora que eu usava para trabalhar em casa,patrimonial,media,violencia_2000
"meu namorado me puxou pelo braço, me xinga e quebrou meu celular durante a briga",mista,media,violencia_2000
meu companheiro reclama da minha aparência quando saímos juntos,psicologica,baixa,violencia_2000
"ele me deu cutucão, faz comentários negativos e controla meu dinheiro",mista,baixa,violencia_2000
meu companheiro me pressiona a ser de um jeito que não me sinto confortável,sexual,baixa,violencia_2000
meu companheiro destrói presentes que me deram,patrimonial,media,violencia_2000
ele me apertou o braço com tanta força que ficou roxo,fisica,media,violencia_2000
ele critica minha forma de falar em público na frente dos outros,moral,baixa,violencia_2000
meu companheiro não gosta quando gasto com presentes de aniversário para família,patrimonial,baixa,violencia_2000
ele me puxou pelo braço tão forte que ficou roxo,fisica,media,violencia_2000
meu marido me pressiona muito para ter relações e me faz sentir obrigada,sexual,media,violencia_2000
ele me faz sentir que minha recusa vai destruir nosso relacionamento,sexual,media,violencia_2000
meu marido disse que vai matar minha filha se eu for à polícia,psicologica,alta,violencia_2000
ele me ofende dizendo que nunca fui boa em nada,moral,media,violencia_2000
ele fica incomodado quando passo tempo com minha família,psicologica,baixa,violencia_2000
"ele me deu um soco, me humilha publicamente e não me deixa ter renda própria",mista,media,violencia_2000
ele me ameaça dizendo que vai botar fogo na minha casa,psicologica,alta,violencia_2000
meu marido me difamou para todos os clientes do meu negócio,moral,alta,violencia_2000
meu marido me dá uma mesada que mal dá para comer,patrimonial,media,violencia_2000
ele apontou uma arma para mim e disse que ia me matar,fisica,alta,violencia_2000
meu marido reclama quando pago mais caro por qualidade,patrimonial,baixa,violencia_2000
ele jogou uma almofada em mim com raiva,fisica,baixa,violencia_2000
"ele me agrediu com um soco, me mantém sem dinheiro e me persegue onde quer que vá",mista,media,violencia_2000
"meu marido me empurrou levemente, não dá dinheiro suficiente e me critica muito",mista,baixa,violencia_2000
meu marido me humilha dizendo que nunca sirvo para nada,moral,media,violencia_2000
meu marido me impediu de usar preservativo e eu fiquei grávida contra minha vontade,sexual,alta,violencia_2000
meu companheiro não respeita quando digo que estou cansada,sexual,media,violencia_2000
"ele me agrediu fisicamente, me xinga de louca e me ameaça de que ninguém vai me acreditar",mista,alta,violencia_2000
"ele me agrediu com chutes, me obrigou a fazer sexo e me ameaçou com facão",mista,alta,violencia_2000
meu companheiro me deu um pontapé quando eu estava deitada,fisica,media,violencia_2000
"ele me empurrou de leve, reclama dos meus gastos e me critica com frequência",mista,baixa,violencia_2000
"meu companheiro me espancou, destruiu meu equipamento de trabalho e me ameaça divulgar fotos",mista,alta,violencia_2000
"meu companheiro me bate às vezes, não me dá dinheiro e me ameaça quando discutimos",mista,media,violencia_2000
ele me jogou uma roupa no rosto quando ficou irritado,fisica,baixa,violencia_2000
ele não me deixa ter vida social própria,psicologica,media,violencia_2000
meu companheiro disse que vai me sequestrar se eu sair,psicologica,alta,violencia_2000
"ele me agrediu com socos, me humilha constantemente e me mantém sem acesso a dinheiro",mista,alta,violencia_2000
ele me obrigou a ter relações em troca de não me bater,sexual,alta,violencia_2000
meu namorado me toca de forma que me incomoda ao me cumprimentar,sexual,baixa,violencia_2000
meu marido me empurrou escada abaixo e eu torci o tornozelo,fisica,media,violencia_2000
ele me deu um soco que me deixou inconsciente,fisica,alta,violencia_2000
ele reclama quando gasto com cursos online,patrimonial,baixa,violencia_2000
ele me culpa pelo clima ruim do relacionamento quando recuso,sexual,media,violencia_2000
"fui estuprada pelo meu companheiro, ele ignorou minha negativa",sexual,alta,violencia_2000
meu namorado quebrou meu celular para que eu não pudesse pedir ajuda,patrimonial,media,violencia_2000
"meu marido me agrediu fisicamente, me xinga todo dia e toma todo meu dinheiro",mista,alta,violencia_2000
"meu companheiro me puxou pelo braço, me xinga e me mantém sem renda própria",mista,media,violencia_2000
"ele me agrediu fisicamente, me mantém isolada e me verifica o celular todo dia",mista,media,violencia_2000
ele me deu valor insuficiente para as despesas dos filhos,patrimonial,media,violencia_2000
"meu namorado me segurou pela mão, faz comentários negativos e controla o que gasto",mista,baixa,violencia_2000
"meu companheiro me espancou, me obrigou a ter relações e ameaça divulgar fotos",mista,alta,violencia_2000
ele me atacou com uma garrafa quebrada,fisica,alta,violencia_2000
meu marido me chama de prostituta na frente dos filhos,moral,media,violencia_2000
ele pegou o dinheiro da matrícula dos filhos na escola,patrimonial,alta,violencia_2000
meu marido me acertou com um soco no olho que ficou roxo e fechado,fisica,alta,violencia_2000
ele fica com raiva quando converso com familiares sem ele saber,psicologica,media,violencia_2000
meu namorado fica me mandando memes de cunho sexual que não quero receber,sexual,baixa,violencia_2000
meu namorado me xinga de burra quando não concorda com minhas ideias,moral,media,violencia_2000
"ele me bateu com cabo de vassoura, me humilha e não me deixa sair sem ele",mista,alta,violencia_2000
ele me tirou acesso ao negócio que construímos juntos e ficou com tudo,patrimonial,alta,violencia_2000
meu companheiro me tirou acesso ao carro e fiquei isolada no sítio,patrimonial,alta,violencia_2000
ele me empurrou pela varanda e quase caí,fisica,alta,violencia_2000
ele vendeu todos os animais da fazenda que eram meus,patrimonial,alta,violencia_2000
ele destruiu meu smartphone novo que eu comprei com muito esforço,patrimonial,alta,violencia_2000
ele vendeu minha bicicleta que eu usava para trabalhar,patrimonial,alta,violencia_2000
"meu marido me espancou, tirou meus documentos e ameaça me deixar na rua com os filhos",mista,alta,violencia_2000
ele destruiu o celular que minha mãe me deu de presente,patrimonial,media,violencia_2000
meu namorado me critica publicamente em redes sociais,moral,media,violencia_2000
"meu companheiro me puxou de leve, faz comentários ruins sobre família e controla saídas",mista,baixa,violencia_2000
meu marido me compara com outras mulheres para me pressionar,sexual,media,violencia_2000
ele me disse que vai me machucar de um jeito que eu não consiga provar,psicologica,alta,violencia_2000
meu companheiro me difamou em ambiente de trabalho com informações fabricadas,moral,alta,violencia_2000
meu marido me empurrou de leve quando eu estava saindo,fisica,baixa,violencia_2000
ele me diz que preciso melhorar muito para merecer o relacionamento,psicologica,media,violencia_2000
"meu marido me empurrou com força, me isola dos amigos e me humilha na frente de visitas",mista,media,violencia_2000
meu namorado reclama quando compro presentes para amigos,patrimonial,baixa,violencia_2000
"ele me empurrou leve, verifica meu celular e faz comentários que me deixam mal",mista,baixa,violencia_2000
ele me caluniou para minha família dizendo que tenho hábitos vergonhosos,moral,alta,violencia_2000
ele me chama de louca na frente de outras pessoas,moral,media,violencia_2000
ele faz comentários sobre minhas escolhas de forma que me deixa insegura,moral,baixa,violencia_2000
meu marido me obrigou a posar nua para fotos que ameaça divulgar,sexual,alta,violencia_2000
ele me faz comentários sobre meu comportamento sexual que me envergonham,sexual,baixa,violencia_2000
meu namorado controla com quem eu posso falar no celular,psicologica,media,violencia_2000
ele não me deixa contratar serviços sem sua aprovação prévia,patrimonial,baixa,violencia_2000
"meu namorado me segurou pelo pulso, quer saber onde estou e faz comentários ruins",mista,baixa,violencia_2000
"meu marido me bateu na gravidez, me mantém sem dinheiro e ameaça fazer mal ao bebê",mista,alta,violencia_2000
ele disse para todos os vizinhos que sou prostituta,moral,alta,violencia_2000
ele me espancou na madrugada enquanto eu dormia,fisica,alta,violencia_2000
"ele me agrediu fisicamente, rasgou meus documentos e me ameaça com a arma que tem em casa",mista,alta,violencia_2000
ele me faz sentir culpada por dormir quando ele quer atenção,sexual,media,violencia_2000
meu companheiro me calunioue denunciando para o conselho tutelar com mentiras,moral,alta,violencia_2000
meu marido faz piadas sobre minha carreira que me ferem,moral,baixa,violencia_2000
ele me deixou presa e me bateu por horas,fisica,alta,violencia_2000
ele me faz sentir envergonhada de ser quem sou,psicologica,media,violencia_2000
"meu companheiro me bateu, me isolou da família e me ameaça de fazer algo com meus filhos",mista,alta,violencia_2000
meu marido fica chateado quando tenho humor para fazer outras coisas que não sejam para ele,psicologica,baixa,violencia_2000
meu marido diz que eu devo satisfazer suas vontades por ser sua esposa,sexual,media,violencia_2000
ele faz comentários sarcásticos sobre minhas escolhas,psicologica,baixa,violencia_2000
ele me puxou o cabelo para me obrigar a olhar para ele,fisica,media,violencia_2000
ele me diminui dizendo que nunca vou ser nada na vida,moral,media,violencia_2000
"meu marido me deu empurrão leve, me xinga quando irrita e controla saídas",mista,baixa,violencia_2000
"meu companheiro me bateu com a mão, me humilha na frente dos filhos e me controla",mista,media,violencia_2000
"ele me forçou a praticar atos que nunca consenti, chamando de normal",sexual,alta,violencia_2000
"ele usa drogas e fica violento, já me machucou algumas vezes",fisica,media,violencia_2000
ele fica ligando repetidamente quando estou fora,psicologica,media,violencia_2000
ele fala sobre meus gostos de forma pejorativa para os amigos,moral,baixa,violencia_2000
meu companheiro me queimou com água fervente,fisica,alta,violencia_2000
"ele me deu um tapa, destrói minhas coisas e me humilha constantemente",mista,media,violencia_2000
ele me deu um tapa e saiu batendo a porta,fisica,media,violencia_2000
meu namorado me bateu uma vez mas disse que não vai mais fazer isso,fisica,media,violencia_2000
meu companheiro retém meu salário e só me dá uma quantia mínima,patrimonial,media,violencia_2000
meu marido reclama quando compro algo para mim mesma,patrimonial,baixa,violencia_2000
meu marido me forçou a assinar divórcio sem partilha de bens,patrimonial,alta,violencia_2000
meu namorado faz comentários sobre meu passado que me incomodam,psicologica,baixa,violencia_2000
ele insiste até eu ceder mesmo quando digo que não quero,sexual,media,violencia_2000
ele jogou meu celular no chão com raiva mas não quebrou,fisica,baixa,violencia_2000
meu marido não me deixa ter acesso ao extrato bancário,patrimonial,media,violencia_2000
"ele me bateu, me impediu de ligar para socorro e ameaça matar meu irmão",mista,alta,violencia_2000
ele me bateu até meu rosto ficar irreconhecível,fisica,alta,violencia_2000
ele não deixa meu nome entrar nas contas e eu não tenho acesso,patrimonial,media,violencia_2000
meu marido me jogou no chão e me chutou várias vezes,fisica,alta,violencia_2000
"meu companheiro me bateu e me forçou a ter relações, me humilha e me ameaça todo dia",mista,alta,violencia_2000
ele bateu no teto do carro com força quando ficou irritado comigo,fisica,baixa,violencia_2000
meu marido me disse que vai me machucar na hora que eu menos esperar,psicologica,alta,violencia_2000
ele contou mentiras para minha família dizendo que sou usuária de drogas,moral,alta,violencia_2000
ele comenta negativamente sobre meu estilo de decoração para visitas,moral,baixa,violencia_2000
"meu companheiro me estuprou, me bateu e me trancou em casa sem comida",mista,alta,violencia_2000
meu marido me pressiona após eventos sociais onde bebeu,sexual,media,violencia_2000
meu companheiro vendeu meu carro sem minha autorização,patrimonial,alta,violencia_2000
ele faz piadinhas sobre meu peso que me incomodam,psicologica,baixa,violencia_2000
ele me chutou na canela com força durante a briga,fisica,media,violencia_2000
meu marido me ameaça matar meu cachorro que amo se eu não ceder,psicologica,alta,violencia_2000
ele me puxou a mão para me impedir de ligar para alguém,fisica,baixa,violencia_2000
meu marido reclama quando não estou disponível quando ele quer,psicologica,baixa,violencia_2000
meu namorado faz comentários sexuais que me deixam desconfortável,sexual,baixa,violencia_2000
ele me deu socos no peito que dificultaram minha respiração,fisica,alta,violencia_2000
"meu marido me espancou, me trancou no quarto por dias e destruiu todo meu dinheiro guardado",mista,alta,violencia_2000
meu marido inventou que tenho relacionamentos paralelos para me desmoralizar,moral,alta,violencia_2000
ele criou perfis falsos para me difamar nas redes sociais,moral,alta,violencia_2000
"ele me cutucou de leve, faz piadinhas ruins sobre mim e controla dinheiro",mista,baixa,violencia_2000
meu marido não gosta quando gasto com consultas médicas preventivas,patrimonial,baixa,violencia_2000
ele faz comentários sobre como eu era antes e compara sexualmente,sexual,baixa,violencia_2000
"meu marido me empurrou de lado leve, me critica bastante e não me deixa ter renda",mista,baixa,violencia_2000
ele me enviou mensagem dizendo que vai me fazer sumir e ninguém vai me achar,psicologica,alta,violencia_2000
ele me empurrou levemente durante a discussão na rua,fisica,baixa,violencia_2000
ele reclama quando gasto com assinaturas de streaming,patrimonial,baixa,violencia_2000
meu companheiro me faz comentários negativos sobre minha sexualidade,sexual,baixa,violencia_2000
meu marido me diminui dizendo que dependo dele para tudo,moral,media,violencia_2000
ele diz que eu seria uma boa esposa se cedesse sempre,sexual,media,violencia_2000
meu marido me obrigou a realizar atos sexuais que me causaram trauma,sexual,alta,violencia_2000
meu companheiro faz comentários sobre minha vida sexual anterior,sexual,baixa,violencia_2000
meu marido comenta sobre minha aparência física de forma pejorativa,moral,baixa,violencia_2000
meu marido me acusou publicamente de ser uma pessoa violenta,moral,alta,violencia_2000
"meu companheiro me critica muito, controla onde vou e me empurrou uma vez",mista,baixa,violencia_2000
meu companheiro me deu um tapa que me fez chorar,fisica,media,violencia_2000
meu companheiro me pressiona a ter relações em horários que não me convém,sexual,baixa,violencia_2000
ele fica desconfortável quando tenho mais sucesso do que ele,psicologica,baixa,violencia_2000
ele me proíbe de aparecer nas redes sociais,psicologica,media,violencia_2000
ele me ameaça com suicídio sempre que tento terminar o relacionamento,psicologica,alta,violencia_2000
ele fica incomodado quando recebo ligações à noite,psicologica,baixa,violencia_2000
"ele me puxou pelo braço, faz comentários sobre minha aparência e controla onde vou",mista,baixa,violencia_2000
ele fala que eu nunca fui boa em nada durante as brigas,moral,baixa,violencia_2000
"ele me puxou o cabelo, me mantém dependente financeiramente e me humilha",mista,media,violencia_2000
meu marido fez meu nome em financeiras sem eu saber,patrimonial,alta,violencia_2000
meu marido faz comentários que me deixam envergonhada sobre sexualidade,sexual,baixa,violencia_2000
ele me deu um beliscão tão forte que deixou marca,fisica,media,violencia_2000
meu companheiro me disse que nenhum homem vai me querer depois dele,psicologica,alta,violencia_2000
meu companheiro reclama muito quando não estou em casa no horário que ele quer,psicologica,baixa,violencia_2000
"ele me bateu com a mão, me humilha e não me deixa ter amigos",mista,media,violencia_2000
ele não aceita bem quando eu digo não para certas coisas,sexual,baixa,violencia_2000
meu companheiro me pressiona a ceder para que ele não fique estressado,sexual,media,violencia_2000
"meu namorado me segurou pelo ombro, faz comentários negativos e controla meu dinheiro",mista,baixa,violencia_2000
ele me faz sentir que minha recusa é um problema que devo resolver,sexual,baixa,violencia_2000
meu marido me dá dinheiro contado e exige prestação de contas de tudo,patrimonial,media,violencia_2000
meu companheiro me empurrou de leve quando estava irritado,fisica,baixa,violencia_2000
ele me acusou de roubo para a família dele sem provas,moral,alta,violencia_2000
ele não me deixa ter aplicativo de compras sem sua supervisão,patrimonial,baixa,violencia_2000
meu namorado faz comentários depreciativos sobre meu corpo,moral,baixa,violencia_2000
meu namorado não me deixa gastar com presentes para as crianças da família,patrimonial,baixa,violencia_2000
ele criou um grupo de WhatsApp para falar mal de mim para toda nossa família,moral,alta,violencia_2000
meu marido diz que eu sou louca para as pessoas não me acreditarem,moral,media,violencia_2000
meu marido reclama do jeito que eu me visto para trabalhar,psicologica,baixa,violencia_2000
meu marido me ameaça fazendo gestos com o dedo no pescoço,psicologica,alta,violencia_2000
ele disse que já foi embora matar quem eu ligar se eu pedir socorro,psicologica,alta,violencia_2000
ele me culpa por sua insatisfação sexual,sexual,media,violencia_2000
ele fica assistindo conteúdo adulto no celular na cama enquanto eu estou dormindo,sexual,baixa,violencia_2000
meu marido não me dá dinheiro para comprar roupas para os filhos,patrimonial,media,violencia_2000
"ele me espancou na rua, me xingou de vaca e publicou minha foto com comentários horríveis",mista,alta,violencia_2000
ele não me deixa participar de programas de fidelidade sem ele saber,patrimonial,baixa,violencia_2000
meu companheiro reclama quando gasto com academia,patrimonial,baixa,violencia_2000
"meu marido me sufocou, destruiu meu computador e me ameaça com arma",mista,alta,violencia_2000
meu companheiro me pressiona a ter relações em troca de tratar bem,sexual,media,violencia_2000
"ele me agrediu fisicamente, me humilha na frente dos filhos e me controla economicamente",mista,media,violencia_2000
meu companheiro me arrastou pelos cabelos até a rua,fisica,alta,violencia_2000
meu companheiro jogou fora meus anticoncepcionais sem me contar,sexual,media,violencia_2000
ele criou fake news sobre mim que viralizaram no bairro,moral,alta,violencia_2000
meu namorado deu um soco na parede do meu lado para me assustar,fisica,baixa,violencia_2000
ele usa meus dados bancários sem minha permissão,patrimonial,media,violencia_2000
meu marido não me deixa ter conta bancária própria,patrimonial,media,violencia_2000
meu marido me obrigou a ter relações após me drogar,sexual,alta,violencia_2000
"ele me espancou repetidas vezes, tirou meu emprego com mentiras e ameaça queimar minha casa",mista,alta,violencia_2000
meu companheiro me ameaça dizendo que vai me denunciar por coisas falsas,psicologica,alta,violencia_2000
meu marido usou meu CPF para fazer empréstimos que não pagou,patrimonial,alta,violencia_2000
ele atirou objetos em mim e um acertou minha cabeça,fisica,alta,violencia_2000
ele fala que vou perdê-lo para outra se não ceder,sexual,media,violencia_2000
"ele me deu um cutucão, faz piadinhas sobre meu jeito e controla meu salário",mista,baixa,violencia_2000
ele pegou meu salário diretamente com meu chefe sem minha autorização,patrimonial,alta,violencia_2000
"meu namorado me segurou leve, faz comentários ruins e controla gastos meus",mista,baixa,violencia_2000
ele reclama quando saio sem falar exatamente onde vou,psicologica,baixa,violencia_2000
meu companheiro reclama quando tenho opiniões políticas diferentes,psicologica,baixa,violencia_2000
meu marido faz piadas sobre meu sotaque regional,moral,baixa,violencia_2000
"ele me bate toda semana, me xinga de vagabunda e monitora tudo que faço",mista,alta,violencia_2000
ele faz comentários irônicos sobre minha aparência às vezes,psicologica,baixa,violencia_2000
meu companheiro implica com minha família dizendo que são problemáticos,moral,baixa,violencia_2000
fui hospitalizada por causa das agressões do meu namorado,fisica,alta,violencia_2000
meu ex colocou um GPS escondido no meu carro,psicologica,alta,violencia_2000
ele me segurou pelo braço impedindo que eu atendesse a porta,fisica,baixa,violencia_2000
meu marido não me deixa trabalhar e diz que eu não sirvo para nada,psicologica,media,violencia_2000
"ele destruiu tudo da minha casa quando saí, não tenho mais nada",patrimonial,alta,violencia_2000
meu marido disse que vai me internar num hospício se eu contar,psicologica,alta,violencia_2000
meu companheiro espalhador que sou dependente química para me desacreditar,moral,alta,violencia_2000
ele me difamou para minha própria mãe fazendo ela se afastar de mim,moral,alta,violencia_2000
meu marido reclama quando me arrumo demais para sair,psicologica,baixa,violencia_2000
ele me segurou pelo pulso apertado até eu parar de me mover,fisica,baixa,violencia_2000
ele fica tocando em mim de forma que não gosto mesmo eu pedindo para parar,sexual,baixa,violencia_2000
"ele me agrediu fisicamente, me proíbe de trabalhar e me xinga diariamente",mista,media,violencia_2000
ele me faz sentir que preciso pedir permissão para tudo,psicologica,media,violencia_2000
ele me xinga quando perde paciência na frente dos filhos,moral,media,violencia_2000
"ele me bateu com paulada, me mantém sem documentos e me ameaça de morte se eu sair de casa",mista,alta,violencia_2000
ele rasgou todos os meus documentos pessoais por raiva,patrimonial,alta,violencia_2000
ele me ameaça destruir meu relacionamento com meus filhos se eu o denunciar,psicologica,alta,violencia_2000
ele me critica na frente de pessoas que admiro,moral,baixa,violencia_2000
meu companheiro destrói coisas que eu compro para a casa,patrimonial,media,violencia_2000
"meu marido me agrediu fisicamente, me isolou da família e colocou GPS no meu carro",mista,alta,violencia_2000
meu marido tirou meu nome de todos os bens do casamento,patrimonial,alta,violencia_2000
meu companheiro faz comentários sobre como eu era antes que me deixam insegura,psicologica,baixa,violencia_2000
"meu marido me empurrou, me mantém sem dinheiro e me proíbe de ver minha família",mista,media,violencia_2000
ele me critica publicamente de forma que me faz sentir uma pessoa ruim,moral,media,violencia_2000
meu companheiro fica desconfortável quando tenho sucesso no trabalho,psicologica,baixa,violencia_2000
meu namorado não me deixa gastar com atividades físicas,patrimonial,baixa,violencia_2000
"meu namorado me segurou leve, faz comentários negativos e controla saídas minhas",mista,baixa,violencia_2000
ele me empurrou na discussão e eu bati na porta,fisica,media,violencia_2000
meu companheiro me ofende com comentários sobre minha inteligência,moral,media,violencia_2000
meu companheiro reclama quando compro comida que ele não gosta,patrimonial,baixa,violencia_2000
"ele me empurrou uma vez leve, faz comentários sobre meu peso e controla saídas",mista,baixa,violencia_2000
meu companheiro me manda vídeos de conteúdo adulto que não pedi,sexual,baixa,violencia_2000
meu marido me ameaçou dizendo que tem arma em casa e sabe usá-la,psicologica,alta,violencia_2000
ele fica dias me punindo quando eu não quero ter relações,sexual,media,violencia_2000
ele me convenceu que a culpa das brigas é sempre minha,psicologica,media,violencia_2000
ele me empurrou levemente mas disse que foi sem querer,fisica,baixa,violencia_2000
ele me forçou a ter relações logo após ser internada no hospital,sexual,alta,violencia_2000
meu companheiro diz que eu musei muito depois do casamento,sexual,media,violencia_2000
meu marido destruiu meu diploma e certificados conquistados com esforço,patrimonial,alta,violencia_2000
meu marido me deu um tapa no rosto,fisica,media,violencia_2000
meu namorado me deu um tapa quando eu falei algo que ele não gostou,fisica,media,violencia_2000
meu marido me bateu com uma correia de couro,fisica,alta,violencia_2000
ele me agrediu com socos e chutes até eu pedir socorro aos vizinhos,fisica,alta,violencia_2000
"ele me espancou até ter marcas, me xinga todo dia e me mantém isolada da família",mista,alta,violencia_2000
meu companheiro destruiu meu álbum de fotos da infância por raiva,patrimonial,media,violencia_2000
"meu companheiro me agrediu fisicamente, me impediu de trabalhar e ameaça me matar na rua",mista,alta,violencia_2000
meu namorado me faz sentir que sou responsável por como ele se sente,sexual,baixa,violencia_2000
ele espalhador que tenho doença venérea para me isolar,moral,alta,violencia_2000
"meu namorado me segurou de leve, não me deixa ter amigos e me critica muito",mista,baixa,violencia_2000
ele me bateu com um capacete repetidamente na cabeça,fisica,alta,violencia_2000
"meu namorado me empurrou, me xinga de vagabunda e toma meu cartão",mista,media,violencia_2000
"ele me espancou, me humilhou na frente dos filhos e rasgou todos meus documentos",mista,alta,violencia_2000
meu marido me faz perguntas sobre sexo que me deixam desconfortável,sexual,baixa,violencia_2000
meu marido me difamou para toda a cidade em que vivemos,moral,alta,violencia_2000
meu marido me abusou sexualmente e disse que era culpa da minha roupa,sexual,alta,violencia_2000
meu companheiro me deu uma porrada que rompeu meu tímpano,fisica,alta,violencia_2000
meu marido me obrigou a fazer sexo logo depois do parto,sexual,alta,violencia_2000
meu marido faz piadinhas sobre minha inteligência para os amigos,moral,baixa,violencia_2000
meu namorado me ofende comparando com outras mulheres de forma pejorativa,moral,media,violencia_2000
ele me difamou para todo o grupo de mães da escola,moral,alta,violencia_2000
ele me faz sentir que sou um problema para ele por ter limites,sexual,media,violencia_2000
meu companheiro faz comentários negativos sobre meu peso,psicologica,baixa,violencia_2000
meu marido me bateu com um cinto até eu desmaiar,fisica,alta,violencia_2000
"meu marido me bate, me xinga de vagabunda e não me deixa trabalhar",mista,alta,violencia_2000
meu marido disse que vai me matar e matar meus filhos se eu for embora,psicologica,alta,violencia_2000
meu marido fica ligando para mim durante o trabalho para me controlar,psicologica,media,violencia_2000
"meu marido me puxou os cabelos, me mantém sem dinheiro e me verifica o celular",mista,media,violencia_2000
meu marido destruiu todas as minhas roupas de raiva,patrimonial,alta,violencia_2000
"ele me bateu com cinto, me obrigou a ter relações e ameaça matar meus pais",mista,alta,violencia_2000
ele criou conteúdo íntimo meu sem minha permissão e divulgou,sexual,alta,violencia_2000
ele faz comentários que me fazem sentir culpada por ter vida própria,psicologica,baixa,violencia_2000
