texto,tipo,gravidade
"ele me bateu, me forçou a ter relações e ameaça tirar meus filhos se eu pedir ajuda",mista,alta
ele ficou parado na minha frente bloqueando minha passagem,fisica,baixa
ele arremessou um copo no chão perto de onde eu estava,fisica,baixa
"ele me agrediu fisicamente, destruiu meus pertences e ameaça fazer mal a meus filhos",mista,alta
meu marido me denunciou falsamente aos vizinhos por coisas que não fiz,moral,alta
meu namorado diz que eu sou louca e que ninguém vai me acreditar,psicologica,media
meu marido exige nota fiscal de tudo que eu gasto,patrimonial,baixa
ele inventou que sou psicologicamente instável para que ninguém me acredite,moral,alta
meu companheiro destruiu minha plantação que era nosso sustento,patrimonial,alta
meu namorado me humilha dizendo que nunca vou crescer,moral,media
"meu marido me bateu com correia, destruiu meus documentos e ameaça levar os filhos para longe",mista,alta
"ele me deu cutucão no ombro, faz comentários sobre aparência e controla dinheiro",mista,baixa
meu companheiro me ameaça dizendo que está armado e não tem medo de matar,psicologica,alta
ele me ameaça de morte por mensagem todos os dias,psicologica,alta
ele inventou que eu traí e contou para minha mãe doente,moral,alta
ele disse que se eu chamar a polícia vai dizer que eu o agredi,psicologica,alta
ele usa minha recusa como motivo para me tratar mal por dias,sexual,media
meu companheiro me arrastou pelo braço para dentro de casa,fisica,media
ele verifica meu celular todo dia e lê todas as mensagens,psicologica,media
meu marido faz comentários que me fazem sentir que meu corpo é para seu uso,sexual,baixa
meu marido me faz sentir culpada por ter meus próprios limites,sexual,media
ele ameaçou machucar minha melhor amiga se eu pedir ajuda para ela,psicologica,alta
ele tentou me matar com um pedaço de madeira,fisica,alta
ele criou perfil falso com minhas fotos íntimas nas redes sociais,sexual,alta
ele me culpa pela falta de relações no relacionamento,sexual,media
meu companheiro destruiu coisas que minha avó me deixou de herança,patrimonial,media
ele me faz sentir que preciso mudar minha personalidade para agradá-lo sexualmente,sexual,baixa
ele faz piadas que associam meu corpo a coisas que me envergonham,sexual,baixa
"meu companheiro me puxou pelo braço leve, me critica sempre e verifica celular",mista,baixa
meu marido diz que eu sou dependente e incapaz,psicologica,media
ele me chama de imprestável na frente dos nossos filhos,moral,media
meu marido fica com cara feia por dias após minha recusa,sexual,media
ele me disse que nenhum lugar será seguro para mim se eu terminar,psicologica,alta
meu companheiro me diminui dizendo que sem ele eu não sou nada,psicologica,media
ele me forçou a ter relações ameaçando prejudicar minha família,sexual,alta
ele me empurrou enquanto eu carregava meu filho no colo,fisica,media
ele me atirou pela janela do carro em movimento,fisica,alta
meu marido me violentou sexualmente e depois negou que havia acontecido,sexual,alta
meu companheiro inventa que eu tenho casos com outros homens,moral,media
ele me faz sentir responsável por sua frustração quando digo não,sexual,media
meu companheiro espalhador que sou uma mãe negligente,moral,alta
ele me disse que vai roubar meus filhos e sumir se eu o deixar,psicologica,alta
"ele me agrediu fisicamente, me proíbe de trabalhar e me humilha todo dia",mista,media
meu companheiro me deu um leve empurrão quando ficou frustrado,fisica,baixa
"meu companheiro me puxou o ombro de leve, me critica e não me deixa sair",mista,baixa
ele conta segredos meus para parentes que me prejudicam,moral,media
meu companheiro me olha de forma que me deixa desconfortável,sexual,baixa
meu companheiro faz piadas sobre meu jeito de falar,moral,baixa
ele me toca de forma que me incomoda ao passar do lado,sexual,baixa
ele me tirou acesso ao Pix e eu não consigo receber meu salário,patrimonial,alta
meu namorado me apertou o pescoço por alguns segundos,fisica,media
meu companheiro me diz que nenhum homem vai me querer como sou,psicologica,media
ele destruiu meu material de artesanato que levei anos para juntar,patrimonial,alta
ele me jogou um travesseiro no rosto com raiva,fisica,baixa
"ele me empurrou, destrói meus pertences e me ameaça às vezes durante brigas",mista,media
ele me diminui dizendo que não sei fazer nada certo,moral,media
ele quebrou minha máquina de lavar que precisamos para a casa,patrimonial,media
meu companheiro me violentou sexualmente enquanto eu estava imobilizada,sexual,alta
meu marido não me deixa ter conta poupança,patrimonial,media
"meu companheiro me sacudiu, me humilha publicamente e me mantém sem dinheiro",mista,media
meu marido cancelou meu plano de saúde sem me contar,patrimonial,alta
meu marido faz comentários sobre o meu corpo que me deixam insegura,sexual,baixa
ele me obrigou a enviar vídeos íntimos ameaçando contar segredos,sexual,alta
ele diz que os problemas da família são culpa minha,psicologica,media
ele me pressiona a aparecer de certa forma em fotos,sexual,baixa
meu namorado comenta negativamente sobre minhas habilidades,moral,baixa
ele faz comentários sobre outras mulheres que me deixam insegura sobre mim,sexual,baixa
meu marido me deu tapas quando cheguei tarde em casa,fisica,media
meu marido usou uma corda para me machucar,fisica,alta
meu marido me pressiona a fazer coisas que me deixam desconfortável,sexual,media
meu marido me caluniou dizendo que tenho transtorno mental grave,moral,alta
meu namorado fica irritado quando tenho tempo para mim sem incluí-lo,psicologica,baixa
meu companheiro ficou bem na minha frente de forma ameaçadora,fisica,baixa
meu namorado faz comentários irônicos que me ferem,moral,baixa
ele fica me tocando de forma que não gosto em público,sexual,baixa
ele me puxou pelo pulso quando tentei sair da cama,fisica,baixa
ele quer saber cada centavo que eu gasto e me questiona,patrimonial,baixa
ele quebrou objetos de valor sentimental durante a última briga,patrimonial,media
ele me tira dinheiro da bolsa sem me avisar,patrimonial,media
meu companheiro me ameaça usar meu passado contra mim se eu sair,psicologica,alta
meu namorado me diz que sou sortuda por ele ainda estar comigo,psicologica,media
meu companheiro faz comentários sobre meu corpo na frente dos amigos,sexual,baixa
ele me jogou na cama com força durante a discussão,fisica,media
meu marido conta para outros as minhas inseguranças sem minha permissão,moral,baixa
ele me faz sentir que meu corpo é propriedade dele,sexual,baixa
ele reclama quando não preparo a comida que ele quer,psicologica,baixa
ele me faz sentir que sou um peso para todo mundo,psicologica,media
"ele me bateu quando briga, me isola e me verifica o celular todo dia",mista,media
ele me difamou em grupos de família dizendo que traí,moral,alta
ele me jogou da cama quando me recusei a obedecer,fisica,alta
ele me diz que falta algo comigo quando não quero ter relações,sexual,media
meu marido disse para todos os amigos que sou louca e invento coisas,moral,alta
ele fica irritado quando não escolho o programa que ele quer,psicologica,baixa
meu marido me disse que vai me encontrar no trabalho e me humilhar na frente de todos,psicologica,alta
meu companheiro me violentou sexualmente durante minha gravidez,sexual,alta
ele me difamou de forma que afetou meu relacionamento com meus próprios filhos,moral,alta
meu companheiro me enviou mensagem dizendo que sei demais e que isso é perigoso,psicologica,alta
ele me diz que vou me arrepender quando ele for buscar alguém que o aceite,sexual,media
meu marido me diz que não sou normal por não querer sempre,sexual,media
ele inventou que tenho comportamento inadequado para me desmoralizar,moral,alta
meu companheiro me humilha dizendo que nunca fui capaz de nada,moral,media
ele me humilha na frente dos colegas de trabalho,moral,media
meu marido me deu um soco quando eu pedi dinheiro para o mercado,fisica,media
"ele me espancou na rua, publicou mentiras sobre mim e ameaça machucar minha filha",mista,alta
"meu companheiro me puxou levemente, me xinga quando fica bravo e controla meu celular",mista,baixa
meu companheiro me empurrou escada abaixo mas me segurei,fisica,media
meu marido me deu um tapa e disse que eu mereço,fisica,media
meu marido me humilha dizendo que sei fazer uma coisa só,moral,media
"meu marido me puxou pelo braço, me xinga de burra e controla todo meu dinheiro",mista,media
"fui agredida com socos no rosto, estou sangrando muito",fisica,alta
ele enviou prints de conversas editadas para me difamar,moral,alta
ele quer controlar meus gastos com educação dos filhos,patrimonial,baixa
meu marido me puxou pelos cabelos e me arrastou para o quarto,fisica,media
ele faz piadas sobre minha falta de habilidade em certas coisas,moral,baixa
meu marido me bateu quando descobriu que fui à casa da minha mãe,fisica,media
ele me envia mensagens de conteúdo sexual que não pedi,sexual,baixa
ele criou conta falsa nas redes sociais fingindo ser eu para me prejudicar,moral,alta
ele me disse que vai me encontrar não importa para onde eu vá,psicologica,alta
meu marido me jogou na parede quando eu tentei explicar,fisica,media
ele me faz sentir que sou inadequada por ter vontades diferentes das dele,sexual,media
ele me faz sentir inadequada sexualmente sem que eu tenha pedido sua opinião,sexual,baixa
meu companheiro me chutou quando eu estava caída no chão,fisica,alta
ele não me deixa gastar com tratamentos de saúde estética,patrimonial,baixa
"meu companheiro me agrediu fisicamente, me mantém sem acesso a dinheiro e me ameaça com arma",mista,alta
meu marido me deu um toque no braço que foi além do necessário,fisica,baixa
meu companheiro quer aprovar qualquer gasto acima de cinquenta reais,patrimonial,baixa
meu companheiro me puxou os cabelos e me empurrou,fisica,media
meu companheiro me ameaçou com faca e me cortou,fisica,alta
"meu namorado me empurrou escada abaixo, me xinga e não me deixa ver minha família",mista,media
"ele me empurrou de lado, reclama quando gasto dinheiro e me critica bastante",mista,baixa
meu namorado me deu uma leve sacudida nos ombros,fisica,baixa
"ele me deu uma sacudida no ombro, faz comentários ruins sobre mim e controla saídas",mista,baixa
meu companheiro pegou dinheiro que eu tinha guardado para emergência,patrimonial,media
meu marido me caluniou para as pessoas mais importantes da minha vida,moral,alta
meu companheiro me empurrou levemente durante a discussão na cozinha,fisica,baixa
ele critica minha forma de criar os filhos na frente deles,moral,baixa
"ele me agrediu fisicamente, me humilha toda hora e ameaça me abandonar no sertão",mista,alta
meu companheiro me critica bastante na frente de outras pessoas,psicologica,baixa
meu companheiro me disse que tem pessoas monitorando minha casa,psicologica,alta
"ele me empurrou, quebrou meus objetos e me xinga de vagabunda todo dia",mista,media
ele fica ironizando minhas escolhas na frente dos outros,moral,baixa
ele me empurrou quando eu tentei desligar a televisão,fisica,baixa
"ele me empurrou de leve, verifica meu celular e faz comentários negativos",mista,baixa
meu marido me proíbe de usar o carro mesmo quando preciso levar os filhos ao médico,patrimonial,media
meu marido faz comentários que me fazem duvidar de mim mesma às vezes,psicologica,baixa
meu companheiro me faz sentir culpada quando não quero ter relações,sexual,media
"ele me força sexualmente, me bate e diz que vai me matar se eu contar",mista,alta
ele me forçou a ter relações como forma de punição por sair sem permissão,sexual,alta
ele faz comentários negativos sobre meu nível de educação,moral,baixa
ele me deu uma surra na frente dos meus filhos,fisica,alta
meu marido diz que vai procurar satisfação em outro lugar se eu não ceder,sexual,media
ele comenta sobre minhas preferências de forma negativa para os outros,moral,baixa
ele me chutou na perna quando recusei ter relações,fisica,media
meu marido me bateu até eu não conseguir mais me levantar,fisica,alta
ele me enviou mensagens dizendo que preparou algo para mim se eu sair,psicologica,alta
ele não gosta quando gasto com coisas que ele considera supérfluas,patrimonial,baixa
meu companheiro me empurrou contra a geladeira,fisica,media
meu namorado fica com ciúme do meu chefe,psicologica,baixa
meu namorado fica com ciúme quando falo sobre meu trabalho com entusiasmo,psicologica,baixa
ele me chama de egoísta por não satisfazer suas necessidades,sexual,media
meu namorado faz piadas sobre minha ingenuidade que me envergonham,moral,baixa
meu namorado me xinga durante as brigas na frente de outros,moral,media
"ele me empurrou, me deixa sem dinheiro para comida e me humilha na frente dos outros",mista,media
meu marido faz comentários que me deixam com dúvidas sobre mim mesma,moral,baixa
"meu companheiro me bateu quando bebeu, me xinga de idiota e não me deixa trabalhar",mista,media
"meu marido me puxou pelos cabelos, me chamou de louca e escondeu meu celular",mista,media
meu companheiro não me deixa fazer compras sem sua aprovação,patrimonial,media
meu namorado não me deixa gastar com cosméticos que ele acha caro,patrimonial,baixa
meu marido reclama do tempo que passo no celular,psicologica,baixa
ele quebrou o roteador para eu não conseguir trabalhar em casa,patrimonial,media
meu companheiro fica chateado quando valorizo minha carreira,psicologica,baixa
ele me puxou a roupa para me impedir de sair,fisica,baixa
ele faz piadinhas sobre minha família de forma que me incomoda,moral,baixa
ele quebrou meu notebook que eu usava para estudar à noite,patrimonial,media
meu namorado não me deixa investir meu dinheiro como eu quero,patrimonial,baixa
meu marido me cobra relações como se fosse uma dívida,sexual,media
"ele me espancou, destruiu meu equipamento de trabalho e ameaça me jogar no rio",mista,alta
ele me cutucou repetidamente no braço enquanto gritava,fisica,baixa
ele me deu uma bofetada quando discordei dele,fisica,media
ele me obrigou a enviar fotos para ele mesmo estando em outro relacionamento,sexual,alta
"ele me puxou pelos cabelos, me humilha e me mantém isolada sem dinheiro",mista,media
meu companheiro destrói objetos pessoais meus durante as brigas,patrimonial,media
ele destruiu meu equipamento de trabalho por raiva,patrimonial,alta
ele me atirou objetos cortantes em direção ao meu rosto,fisica,alta
meu marido não me deixa assinar nenhum documento financeiro,patrimonial,media
ele me faz sentir que preciso de aprovação dele sobre minha sexualidade,sexual,baixa
meu marido fica com ciúme quando meu ex me manda mensagem por assuntos dos filhos,psicologica,baixa
meu companheiro me ofende dizendo que sou inadequada,moral,media
meu companheiro me quebrou dois dentes com um soco,fisica,alta
"meu marido me bateu, me trancou em casa e tirou meu celular",mista,alta
"ele me puxou a roupa de leve, me xinga às vezes e controla o que faço",mista,baixa
meu namorado conta para os amigos que sou difícil de lidar,moral,media
meu marido me abusou sexualmente quando eu estava com febre alta,sexual,alta
"ele me empurrou na briga, me xinga de louca e não me deixa ter conta bancária",mista,media
ele me violentou sexualmente e ainda me culpou pelo ocorrido,sexual,alta
meu companheiro me diz que precisa saber onde estou para me proteger,psicologica,media
meu marido faz comentários sobre minha rotina que me deixam constrangida,moral,baixa
"ele me empurrou leve, reclama quando saio sem avisar e faz comentários ruins",mista,baixa
meu marido me ameaça com arma de fogo regularmente,psicologica,alta
meu companheiro me puxou pelos cabelos,fisica,media
ele fica falando sobre assuntos sexuais na frente das crianças,sexual,baixa
ele não gosta quando leio livros ou me dedico a hobbies,psicologica,baixa
meu marido me ameaça terminar o relacionamento se eu não ceder,sexual,media
ele me puxou pelos cabelos quando tentei sair do quarto,fisica,media
ele faz comentários negativos sobre meus amigos,psicologica,baixa
ele reclama quando gasto com produtos de higiene de qualidade,patrimonial,baixa
ele pega dinheiro da minha bolsa sem pedir,patrimonial,baixa
"meu marido me agrediu com um tapa, me isola dos amigos e me controla economicamente",mista,media
meu namorado me segurou pelo pulso para que eu o olhasse,fisica,baixa
"ele me deu um cutucão, me xinga de feia às vezes e controla o que gasto",mista,baixa
ele me violentou sexualmente depois de um jantar em que bebeu muito,sexual,alta
meu marido me ameaça mostrar fotos minhas para toda a família se eu sair,psicologica,alta
ele me deu um tapa e depois disse que foi sem querer,fisica,media
"ele me puxou o braço leve, me xinga de vez em quando e controla meu celular",mista,baixa
meu marido não me deixa trabalhar mesmo eu querendo,patrimonial,media
meu marido fica com o cartão alimentação que deveria ser meu,patrimonial,media
meu ex está fazendo campanha contra mim no trabalho com mentiras,moral,alta
ele fica me ligando de madrugada com ameaças de morte,psicologica,alta
meu marido ameaçou me matar na frente dos meus filhos,psicologica,alta
ele me violentou sexualmente na frente dos meus filhos,sexual,alta
meu marido faz comentários sobre minha aparência com conotação sexual,sexual,baixa
"meu companheiro me puxou o ombro leve, me critica bastante e não me deixa sair",mista,baixa
ele postou mentiras sobre mim em grupos de moradores do bairro,moral,alta
meu marido faz comentários sobre minha roupa íntima que me envergonham,sexual,baixa
meu companheiro me acusa de trair sem nenhuma prova,psicologica,media
meu marido me abusou quando eu estava com infecção urinária e muita dor,sexual,alta
ele conta para os filhos que sou uma mãe ruim,moral,media
ele me diminui publicamente toda vez que pode,moral,media
ele me ameaçou de morte por áudio e eu guardei a mensagem,psicologica,alta
meu marido queimou todas as minhas coisas pessoais,patrimonial,alta
ele me humilha dizendo que sou boa para nada,moral,media
ele faz comentários negativos sobre meu trabalho para outros,moral,media
ele me filmou sem saber e compartilhou com amigos,sexual,alta
meu companheiro me forçou a ter relações na frente de câmera escondida,sexual,alta
ele conta para todos que não sei fazer nada em casa,moral,media
ele me pressiona a assistir conteúdo adulto com ele,sexual,baixa
"meu marido me empurrou de leve durante a briga, me diminui e controla o que gasto",mista,baixa
ele me empurrou quando eu tentei pegar o celular dele,fisica,baixa
"ele me agrediu físicamente, me xinga de louca e me controla economicamente",mista,media
ele ameaça matar nosso cachorro se eu não obedecer,psicologica,alta
ele destruiu meu celular que era meu único meio de comunicação,patrimonial,alta
ele fica comentando sobre artistas de forma sexualizada na minha frente,sexual,baixa
ele reclama quando gasto tempo cuidando de mim mesma,psicologica,baixa
meu companheiro conta as minhas fraquezas para outros para me humilhar,moral,media
"ele me cutucou no ombro, faz piadinhas sobre meu peso e controla meu dinheiro",mista,baixa
meu marido me humilha comparando com a ex-namorada,moral,media
meu companheiro reclama da minha maneira de criar os filhos,psicologica,baixa
ele me obrigou a ter relações como condição para me deixar ver os filhos,sexual,alta
"meu companheiro me deu um soco, me chama de inútil e quebra coisas durante brigas",mista,media
ele destruiu meu computador durante uma briga,patrimonial,media
"ele me agrediu, me mantém dependente economicamente e me humilha na frente de todos",mista,media
meu marido me agrediu fisicamente todos os dias dessa semana,fisica,alta
meu companheiro controla quem pode entrar em casa,psicologica,media
ele me monitora dizendo que é porque me ama,psicologica,media
ele me forçou a ter relações com seus amigos sob ameaça,sexual,alta
ele me xinga de idiota quando não entendo algo,moral,media
ele me cutucou com força algumas vezes,fisica,baixa
ele me bateu com uma garrafa na cabeça,fisica,alta
meu companheiro faz piadas sobre minha falta de prática em certas coisas,moral,baixa
meu marido não me deixa investir meu próprio dinheiro,patrimonial,media
meu marido me faz sentir inadequada por não querer se sexualizar do jeito que ele quer,sexual,baixa
meu namorado fica mal-humorado quando não faço o que ele sugere,psicologica,baixa
meu marido me jogou contra a parede com força,fisica,alta
ele me pressiona a fazer coisas sexuais que me causam desconforto,sexual,media
meu companheiro me faz sentir envergonhada de mim mesma,moral,media
meu namorado me deu um tapa e depois ficou com raiva de mim por chorar,fisica,media
meu namorado fica lendo minhas mensagens sem pedir permissão,psicologica,media
ele me violentou sexualmente e eu acabei grávida contra minha vontade,sexual,alta
meu marido me proíbe de usar decote,psicologica,media
meu marido rasgou minhas roupas por raiva,patrimonial,media
ele me manda fotos da minha casa provando que me observa de longe,psicologica,alta
meu marido fica irritado quando não faço as coisas no tempo que ele quer,psicologica,baixa
meu companheiro quer aprovar cada gasto que tenho com meu celular,patrimonial,baixa
meu marido me obrigou a ter relações como punição,sexual,alta
"ele me agride fisicamente, controla todo meu dinheiro e me ameaça de morte",mista,alta
"meu companheiro quebrou meu celular, me chamou de inútil e me empurrou",mista,media
ele conta detalhes privados sobre nossa vida para os amigos,moral,baixa
"meu namorado me segurou pelo pulso, me xinga levemente e controla meu dinheiro",mista,baixa
ele fala mal de mim para meus parentes e amigos,moral,media
ele reclama quando expresso minha opinião de forma assertiva,psicologica,baixa
ele comenta sobre minha aparência de forma negativa às vezes,moral,baixa
ele faz comentários sobre minha vida que me deixam constrangida,moral,baixa
meu companheiro me violentou sexualmente com violência física,sexual,alta
meu marido me abusou sexualmente logo após me agredir fisicamente,sexual,alta
ele me ligou ameaçando se matar na minha frente se eu não voltar,psicologica,alta
meu namorado me agrediu durante a festa,fisica,media
meu marido pegou todo dinheiro que eu tinha para o aluguel,patrimonial,alta
ele me deu um chute quando tentei sair de casa,fisica,media
meu companheiro me denunciou falsamente ao conselho de classe,moral,alta
"ele me puxou o braço leve, me xinga de vez em quando e quer saber onde estou",mista,baixa
ele me manda mensagens sugestivas que não pedi no meio do trabalho,sexual,baixa
ele não me deixa ter chave reserva do carro,patrimonial,media
ele fica desconfortável quando tenho amigos próximos,psicologica,baixa
ele limpou minha conta bancária antes de ir embora,patrimonial,alta
ele me jogou uma roupa no rosto por estar insatisfeito,fisica,baixa
meu companheiro destruiu meu computador e meu celular na mesma noite,patrimonial,alta
ele me pressiona a ter relações mesmo quando estou doente,sexual,media
ele me segurou pelo braço para que eu não saísse,fisica,baixa
ele me puxou pelo cabelo de forma leve mas de forma possessiva,fisica,baixa
meu namorado faz comentários irônicos sobre minhas conquistas,moral,baixa
ele fica tocando em mim de forma que me incomoda quando estou dormindo,sexual,baixa
meu companheiro me agarrou pelo ombro para que eu parasse de andar,fisica,baixa
ele reclama quando gasto dinheiro com algo para mim sem pedir permissão,psicologica,baixa
meu marido me deu chutes na barriga quando eu estava grávida,fisica,alta
ele me enviou foto de uma faca com mensagem ameaçadora,psicologica,alta
ele me culpa pela tensão no relacionamento quando digo não,sexual,media
ele me fez ficar com nome sujo ao não pagar as contas que ficaram no meu nome,patrimonial,alta
ele conta para os vizinhos coisas íntimas sobre mim,moral,media
ele me deixou sem dinheiro para pagar aluguel e fomos despejadas,patrimonial,alta
ele me persegue de carro por onde quer que eu vá,psicologica,alta
ele me tocou com força no ombro para chamar atenção,fisica,baixa
meu companheiro me pressiona mesmo eu estando com dores,sexual,media
meu companheiro fica irritado quando não concordo com suas ideias,psicologica,baixa
ele conta para amigos detalhes da nossa vida que prefiro manter privados,moral,baixa
meu marido me obrigou a ter relações com outra pessoa enquanto ele assistia,sexual,alta
meu companheiro me faz sentir que preciso compensar quando digo não,sexual,media
"meu marido me deu uma bofetada, me isola e controla onde vou e com quem falo",mista,media
meu companheiro ameaçou incendiar o prédio onde minha mãe mora,psicologica,alta
meu marido me ameaça dizendo que nenhuma delegacia vai me ajudar,psicologica,alta
meu namorado me chama de gorda e feia para me diminuir,moral,media
ele me controla até o que eu posso comer,psicologica,media
meu marido faz piadas sobre meu gosto musical para os amigos,moral,baixa
ele me compara com outros de forma que me deixa para baixo,moral,baixa
ele fica mal-humorado quando recebo elogios de outras pessoas,psicologica,baixa
ele inventou que eu traí para toda a cidade e agora ninguém fala comigo,moral,alta
ele me manipula emocionalmente para que eu ceda,sexual,media
meu companheiro me empurrou levemente ao me pedir para ficar quieta,fisica,baixa
"meu namorado me empurrou, me xinga de vagabunda e toma meu dinheiro todo mês",mista,media
ele fica com raiva e me trata mal quando eu não quero ter relações,sexual,media
meu companheiro me bloqueou a saída da sala,fisica,baixa
ele usa chantagem emocional para me forçar a ceder,sexual,media
"meu companheiro me agrediu, me chama de louca e me mantém dependente financeiramente",mista,media
ele não me deixa ter chave de casa para controlar quando saio,psicologica,media
meu marido reclama quando compro algo de valor sem consultá-lo,patrimonial,baixa
ele faz comentários sobre minha vida antes dele,psicologica,baixa
ele me deu uma paulada na nuca que me deixou zonza,fisica,alta
ele reclama quando uso maquiagem diferente do habitual,psicologica,baixa
meu companheiro usa minha insegurança para me pressionar,sexual,media
meu marido não me deixa ter senha no celular,psicologica,media
ele ameaçou me jogar de uma ponte se eu pedir para terminar,psicologica,alta
ele quebrou minha impressora que eu usava para trabalhar em casa,patrimonial,media
"meu namorado me puxou pelo braço, me xinga e quebrou meu celular durante a briga",mista,media
meu companheiro reclama da minha aparência quando saímos juntos,psicologica,baixa
"ele me deu cutucão, faz comentários negativos e controla meu dinheiro",mista,baixa
meu companheiro me pressiona a ser de um jeito que não me sinto confortável,sexual,baixa
meu companheiro destrói presentes que me deram,patrimonial,media
ele me apertou o braço com tanta força que ficou roxo,fisica,media
ele critica minha forma de falar em público na frente dos outros,moral,baixa
meu companheiro não gosta quando gasto com presentes de aniversário para família,patrimonial,baixa
ele me puxou pelo braço tão forte que ficou roxo,fisica,media
meu marido me pressiona muito para ter relações e me faz sentir obrigada,sexual,media
ele me faz sentir que minha recusa vai destruir nosso relacionamento,sexual,media
meu marido disse que vai matar minha filha se eu for à polícia,psicologica,alta
ele me ofende dizendo que nunca fui boa em nada,moral,media
ele fica incomodado quando passo tempo com minha família,psicologica,baixa
"ele me deu um soco, me humilha publicamente e não me deixa ter renda própria",mista,media
ele me ameaça dizendo que vai botar fogo na minha casa,psicologica,alta
meu marido me difamou para todos os clientes do meu negócio,moral,alta
meu marido me dá uma mesada que mal dá para comer,patrimonial,media
ele apontou uma arma para mim e disse que ia me matar,fisica,alta
meu marido reclama quando pago mais caro por qualidade,patrimonial,baixa
ele jogou uma almofada em mim com raiva,fisica,baixa
"ele me agrediu com um soco, me mantém sem dinheiro e me persegue onde quer que vá",mista,media
"meu marido me empurrou levemente, não dá dinheiro suficiente e me critica muito",mista,baixa
meu marido me humilha dizendo que nunca sirvo para nada,moral,media
meu marido me impediu de usar preservativo e eu fiquei grávida contra minha vontade,sexual,alta
meu companheiro não respeita quando digo que estou cansada,sexual,media
"ele me agrediu fisicamente, me xinga de louca e me ameaça de que ninguém vai me acreditar",mista,alta
"ele me agrediu com chutes, me obrigou a fazer sexo e me ameaçou com facão",mista,alta
meu companheiro me deu um pontapé quando eu estava deitada,fisica,media
"ele me empurrou de leve, reclama dos meus gastos e me critica com frequência",mista,baixa
"meu companheiro me espancou, destruiu meu equipamento de trabalho e me ameaça divulgar fotos",mista,alta
"meu companheiro me bate às vezes, não me dá dinheiro e me ameaça quando discutimos",mista,media
ele me jogou uma roupa no rosto quando ficou irritado,fisica,baixa
ele não me deixa ter vida social própria,psicologica,media
meu companheiro disse que vai me sequestrar se eu sair,psicologica,alta
"ele me agrediu com socos, me humilha constantemente e me mantém sem acesso a dinheiro",mista,alta
ele me obrigou a ter relações em troca de não me bater,sexual,alta
meu namorado me toca de forma que me incomoda ao me cumprimentar,sexual,baixa
meu marido me empurrou escada abaixo e eu torci o tornozelo,fisica,media
ele me deu um soco que me deixou inconsciente,fisica,alta
ele reclama quando gasto com cursos online,patrimonial,baixa
ele me culpa pelo clima ruim do relacionamento quando recuso,sexual,media
"fui estuprada pelo meu companheiro, ele ignorou minha negativa",sexual,alta
meu namorado quebrou meu celular para que eu não pudesse pedir ajuda,patrimonial,media
"meu marido me agrediu fisicamente, me xinga todo dia e toma todo meu dinheiro",mista,alta
"meu companheiro me puxou pelo braço, me xinga e me mantém sem renda própria",mista,media
"ele me agrediu fisicamente, me mantém isolada e me verifica o celular todo dia",mista,media
ele me deu valor insuficiente para as despesas dos filhos,patrimonial,media
"meu namorado me segurou pela mão, faz comentários negativos e controla o que gasto",mista,baixa
"meu companheiro me espancou, me obrigou a ter relações e ameaça divulgar fotos",mista,alta
ele me atacou com uma garrafa quebrada,fisica,alta
meu marido me chama de prostituta na frente dos filhos,moral,media
ele pegou o dinheiro da matrícula dos filhos na escola,patrimonial,alta
meu marido me acertou com um soco no olho que ficou roxo e fechado,fisica,alta
ele fica com raiva quando converso com familiares sem ele saber,psicologica,media
meu namorado fica me mandando memes de cunho sexual que não quero receber,sexual,baixa
meu namorado me xinga de burra quando não concorda com minhas ideias,moral,media
"ele me bateu com cabo de vassoura, me humilha e não me deixa sair sem ele",mista,alta
ele me tirou acesso ao negócio que construímos juntos e ficou com tudo,patrimonial,alta
meu companheiro me tirou acesso ao carro e fiquei isolada no sítio,patrimonial,alta
ele me empurrou pela varanda e quase caí,fisica,alta
ele vendeu todos os animais da fazenda que eram meus,patrimonial,alta
ele destruiu meu smartphone novo que eu comprei com muito esforço,patrimonial,alta
ele vendeu minha bicicleta que eu usava para trabalhar,patrimonial,alta
"meu marido me espancou, tirou meus documentos e ameaça me deixar na rua com os filhos",mista,alta
ele destruiu o celular que minha mãe me deu de presente,patrimonial,media
meu namorado me critica publicamente em redes sociais,moral,media
"meu companheiro me puxou de leve, faz comentários ruins sobre família e controla saídas",mista,baixa
meu marido me compara com outras mulheres para me pressionar,sexual,media
ele me disse que vai me machucar de um jeito que eu não consiga provar,psicologica,alta
meu companheiro me difamou em ambiente de trabalho com informações fabricadas,moral,alta
meu marido me empurrou de leve quando eu estava saindo,fisica,baixa
ele me diz que preciso melhorar muito para merecer o relacionamento,psicologica,media
"meu marido me empurrou com força, me isola dos amigos e me humilha na frente de visitas",mista,media
meu namorado reclama quando compro presentes para amigos,patrimonial,baixa
"ele me empurrou leve, verifica meu celular e faz comentários que me deixam mal",mista,baixa
ele me caluniou para minha família dizendo que tenho hábitos vergonhosos,moral,alta
ele me chama de louca na frente de outras pessoas,moral,media
ele faz comentários sobre minhas escolhas de forma que me deixa insegura,moral,baixa
meu marido me obrigou a posar nua para fotos que ameaça divulgar,sexual,alta
ele me faz comentários sobre meu comportamento sexual que me envergonham,sexual,baixa
meu namorado controla com quem eu posso falar no celular,psicologica,media
ele não me deixa contratar serviços sem sua aprovação prévia,patrimonial,baixa
"meu namorado me segurou pelo pulso, quer saber onde estou e faz comentários ruins",mista,baixa
